Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MTAB-5098	aCGH profiling of glioblastoma biopsies obtained by neuro-navigation in four distinct areas for 10 patients (necrotic zone, tumor zone, interface, and peripheral brain zone)	comparative genomic hybridization by array	Homo sapiens	33	2016-09-19	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5098/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5098/
E-MTAB-5092	Transcriptome profiling of glioblastoma biopsies obtained by neuro-navigation in four distinct areas for 10 patients (necrotic zone, tumor zone, interface, and peripheral brain zone)	transcription profiling by array	Homo sapiens	37	2016-09-19	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-5092/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5092/
E-MTAB-4209	ATAC-seq of Oesophageal Cell Lines	DNA-seq	Homo sapiens	3	2016-09-12	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4209/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4209/
E-MTAB-4600	Whole genome sequencing of oesophageal tumour tissue and  peripheral blood mononuclear cells (PBMC) from a patient with oesophageal adenocarcinoma	DNA-seq	Homo sapiens	2	2016-09-09	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4600/
E-MTAB-3928	An integrative transcriptomic atlas of organogenesis in human embryos	RNA-seq of coding RNA	Homo sapiens	27	2016-09-02	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3928/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3928/
E-MTAB-4880	Dysregulated immune system networks in war veterans with Post-Traumatic Stress Disorder (PTSD) is an outcome of altered miRNA expression	microRNA profiling by array	Homo sapiens	12	2016-09-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4880/E-MTAB-4880.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4880/E-MTAB-4880.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4880/
E-MTAB-4884	Transcriptomic analyses of adipocyte differentiation from human mesenchymal stromal-cells (MSC)	RNA-seq of coding RNA	Homo sapiens	4	2016-08-31	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4884/
E-MTAB-4740	In vitro assessment of acute exposure of THS2.2 aerosol on organotypic acute human nasal tissue cultures	transcription profiling by array	Homo sapiens	371	2016-08-31	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4740/E-MTAB-4740.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4740/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4740/
E-MTAB-4567	Transcription profiling by array of induced naïve pluripotency in H9 human embryonic stem cells	transcription profiling by array	Homo sapiens	6	2016-08-31	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4567/E-MTAB-4567.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4567/E-MTAB-4567.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4567/
E-MTAB-4300	Transcription profiling by array of a human breast cancer cell line treated with small molecule inhibitors of the Hypoxia inducible factor (HIF) hydroxylases	transcription profiling by array	Homo sapiens	13	2016-08-31	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4300/E-MTAB-4300.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4300/
E-MTAB-4737	Molecular characterization of acute lymphoblastic leukemia with CRLF2 overexpression in childhood	RNA-seq of coding RNA	Homo sapiens	4	2016-08-30	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4737/
E-MTAB-4216	Dual readout of two histone modifications at the same time with synthetic recombinant proteins reveals H3K36me3-H3K9me3 bivalency at weakly transcribed genes	ChIP-seq	Homo sapiens	15	2016-08-30	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4216/
E-MTAB-4830	L1-associated genomic regions are deleted in somatic cells of the healthy human brain ? RNA-Sequencing	RNA-seq of coding RNA	Homo sapiens	9	2016-08-28	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4830/
E-MTAB-4824	L1-associated genomic regions are deleted in somatic cells of the healthy human brain ? Whole Genome Sequencing	DNA-seq	Homo sapiens	3	2016-08-28	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4824/
E-MTAB-3880	L1-associated genomic regions are deleted in somatic cells of the healthy human brain ? DNA Sequencing	DNA-seq	Homo sapiens	101	2016-08-28	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3880/
E-MTAB-4953	Transcription profiling by array of heat shock response in a panel of lymphoblastoid cell lines established from 60 founder individuals in the Yoruba (YRI) HapMap population	transcription profiling by array	Homo sapiens	120	2016-08-26	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4953/E-MTAB-4953.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4953/
E-MTAB-4749	In vitro expression in FGFR inhibitor sensitive and resistant cell lines	transcription profiling by array	Homo sapiens	64	2016-08-25	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4749/E-MTAB-4749.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4749/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4749/
E-MTAB-3664	RNA-sequencing of a mouse-model of Spinal Muscular Atrophy reveals tissue-wide changes in splicing of U12-dependent introns	RNA-seq of coding RNA	Homo sapiens, Mus musculus	85	2016-08-25	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3664/
E-MTAB-4868	Transcriptome profiling of DA neurons, human midbrain-like organoids and prenatal midbrain	RNA-seq of coding RNA	Homo sapiens	19	2016-08-24	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4868/
E-MTAB-3898	Impact of feeding strategies on the scalable expansion of human pluripotent stem cells in single-use stirred tank bioreactors	transcription profiling by array	Homo sapiens	15	2016-08-22	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3898/E-MTAB-3898.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3898/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3898/
E-MTAB-3859	Methylation profiling by high throughput sequencing shows that genetic variability exceeds cell-type memory and determines iPSCs differentiation potential-implications for biobanking	methylation profiling by high throughput sequencing	Homo sapiens	27	2016-08-18	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3859/
E-MTAB-2580	Effect of hypoxia on the Represser Element-1 Silencing Transcription factor (REST) in Human	RNA-seq of coding RNA	Homo sapiens	12	2016-08-17	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2580/processed/	Data is not available	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2580/
E-MTAB-4839	Microarray analysis of HCT116 cells with and without a 1.4kb deletion	transcription profiling by array	Homo sapiens	6	2016-08-16	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4839/E-MTAB-4839.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4839/E-MTAB-4839.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4839/
E-MTAB-4845	4C and Capture-C in HCT116, NCM460 cells and colon tissue	DNA-seq	Homo sapiens	7	2016-08-15	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4845/
E-MTAB-4847	Transcription profiling of siRNA knockdown of PTBP3 in human K562 cells	transcription profiling by array	Homo sapiens	9	2016-08-11	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4847/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4847/
E-MTAB-4510	Transcription profiling by array of CMV-specific CD4+ T cells and CD4+CCR7-CD45RA- T cells (effector memory T cells) of CMV-seronegative individuals	transcription profiling by array	Homo sapiens	8	2016-08-07	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4510/E-MTAB-4510.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4510/
E-MEXP-2937	TGFbeta effect on human skeletal muscle primary cultured cells	transcription profiling by array	Homo sapiens	24	2016-08-07	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2937/E-MEXP-2937.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2937/E-MEXP-2937.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2937/
E-MTAB-4911	Epithelial-mesenchymal transition-associated miRNA signature between EMT(+) and EMT(-) samples in clear-cell renal cell carcinoma	transcription profiling by array	Homo sapiens	29	2016-08-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4911/E-MTAB-4911.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4911/
E-MTAB-4909	Epithelial-mesenchymal transition-associated mRNA signature between EMT(+) and EMT(-) samples in clear-cell renal cell carcinoma	transcription profiling by array	Homo sapiens	13	2016-08-01	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4909/E-MTAB-4909.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4909/E-MTAB-4909.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4909/
E-MTAB-4341	Next generation sequencing identifies major DNA methylation changes during progression of Ph+ chronic myeloid leukemia_RRBS_samples	methylation profiling by high throughput sequencing	Homo sapiens	36	2016-08-01	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4341/
E-MTAB-4333	Next generation sequencing identifies major DNA methylation changes during progression of Ph+ chronic myeloid leukemia	RNA-seq of coding RNA	Homo sapiens	8	2016-08-01	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4333/
E-MTAB-3471	Pregnane X-receptor (PXR/NR1I2) activity is a hallmark of cancer stem cells and drives post-treatment tumor recurrence in colon cancer	transcription profiling by array	Homo sapiens	6	2016-08-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3471/E-MTAB-3471.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3471/
E-MTAB-4527	Enhanced whole exome sequencing by higherDNA insert lengths	DNA-seq	Homo sapiens	12	2016-07-28	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4527/
E-MTAB-4215	iCLIP of GFP fusion proteins	CLIP-seq	Homo sapiens	21	2016-07-28	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4215/
E-MTAB-4742	In vitro assessment of acute exposure of THS2.2 aerosol on organotypic acute human oral tissue cultures	transcription profiling by array	Homo sapiens	333	2016-07-26	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4742/E-MTAB-4742.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4742/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4742/
E-MTAB-4966	Expression profiling of a prostate cancer cell line(OPCT1) and its clonal progenies with different functional characteristics	transcription profiling by array	Homo sapiens	15	2016-07-22	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4966/E-MTAB-4966.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4966/
E-MTAB-4920	RNA-seq of sh2-H2AFJ and sh-NoTarget in WI-38hTERT cells induced into senescence by etoposide	RNA-seq of coding RNA	Homo sapiens	6	2016-07-21	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4920/
E-MTAB-3973	Specific patterns of PIWI-interacting small noncoding RNA expression in dysplastic liver nodules and hepatocellular carcinom	microRNA profiling by high-throughput sequencing	Homo sapiens	55	2016-07-15	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3973/
E-MTAB-3585	Posttranscriptional mRNA expression changes in stress	RNA-seq of coding RNA	Homo sapiens	18	2016-07-13	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3585/
E-MTAB-4689	DNA methylation profiling by array of primary human CD4+T-cell memory subsets	methylation profiling by array	Homo sapiens	48	2016-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4689/E-MTAB-4689.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4689/E-MTAB-4689.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4689/
E-MTAB-4688	DNA methylation by array profiling of human CD4+T-cells in-vitro polarized towards Th1 and Th2 time-series	methylation profiling by array	Homo sapiens	32	2016-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4688/E-MTAB-4688.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4688/E-MTAB-4688.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4688/
E-MTAB-4687	Transcription profiling by array of human CD4+T-cells, Th1/Th2 polarized time-series and primary memory subsets	transcription profiling by array	Homo sapiens	24	2016-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4687/E-MTAB-4687.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4687/E-MTAB-4687.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4687/
E-MTAB-4686	Genome-wide 5-hydroxymethylcytosine (5hmC) profiling by hMeDIP-seq in primary human CD4+T-cells polarized towards Th1 and Th2 time-series	MeDIP-seq	Homo sapiens	12	2016-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4686/E-MTAB-4686.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4686/
E-MTAB-4685	Transcription profiling by array of primary human CD4+T-cells overexpressing TET1 polarized towards Th1	transcription profiling by array	Homo sapiens	23	2016-07-11	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4685/E-MTAB-4685.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4685/E-MTAB-4685.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4685/
E-ERAD-443	TTV018 RORC IBD associated genotype effects on RORgT expression and function in ex vivo T cells	RNA-seq of coding RNA	Homo sapiens	24	2016-07-11	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-ERAD-443/
E-MTAB-4881	Gene expression analysis of multiple myeloma patients with relapse	transcription profiling by array	Homo sapiens	16	2016-07-06	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4881/E-MTAB-4881.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4881/
E-MTAB-4915	microRNA profiling by array of human skin melanoma and melanocytic nevi	microRNA profiling by array	Homo sapiens	19	2016-07-05	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4915/E-MTAB-4915.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4915/
E-MTAB-4168	Gene expression patterns in developing intestinal organoids exposed to prolonged FGF4- and Wnt-signaling	RNA-seq of coding RNA	Homo sapiens	25	2016-07-04	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4168/
E-MTAB-4154	SHEF1.3-derived retinal pigment epithelium for cell therapy is free of stem cell contaminants	transcription profiling by array	Homo sapiens	8	2016-07-03	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4154/E-MTAB-4154.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4154/
E-MTAB-4097	Transcriptomic analyses of primary uveal melanomas	RNA-seq of coding RNA	Homo sapiens	74	2016-07-03	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4097/processed/	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4097/
E-MTAB-3672	Transcription profiling by array of IMR-5 neuroblastoma cells treated with bromodomain-containing protein 4 (BRD4) inhibitor OTX015	transcription profiling by array	Homo sapiens	14	2016-07-03	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3672/E-MTAB-3672.processed.1.zip	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-3672/E-MTAB-3672.raw.1.zip	Yes	https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-3672/
E-MTAB-2658	PBMC LNA-array microRNA profiling	microRNA profiling by array	Homo sapiens	1	2016-07-03	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-2658/E-MTAB-2658.processed.1.zip	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2658/
E-MTAB-2550	RNA-seq analysis of coding RNAs in MDA-MB-231 cells treated with control vs an exosome core subunit knockdown	RNA-seq of coding RNA	Homo sapiens	4	2016-07-03	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2550/
E-MTAB-2548	RNA-seq of coding RNAs from protrusions of MDA-MB231 cells treated with control or exosome core complex siRNA	RNA-seq of coding RNA	Homo sapiens	4	2016-07-03	Data is not available	Data is not available		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-2548/
E-MTAB-4889	T cell acute leukaemia development and chemo-resistance are mediated by dynamic interactions with heterogeneous bone marrow microenvironments	transcription profiling by array	Homo sapiens, Mus musculus	30	2016-07-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4889/raw/		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4889/
E-MTAB-4080	Identification of a novel human memory T cell population with the characteristics of stem-like stress resistance	transcription profiling by array	Homo sapiens	2	2016-07-01	Data is not available	https://www.ebi.ac.uk/arrayexpress/files/E-MTAB-4080/E-MTAB-4080.raw.1.zip		https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-4080/
